"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-03-15","8.05",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"43",",,0","25",",,0",,,"0.0",",,0","21.0",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-03-16","13.42",",,W","0.06",",,0,2400","1.5",",,0","0.0",",,0,",,,"38",",,0","32",",,0",,,"0.0",",,0","23.9",",,X","38.0",",,X","    1",",,0","    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,0",,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-03-17","10.07",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"39",",,0","25",",,0",,,"0.0",",,0","17.9",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-03-18","8.05",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"41",",,0","25",",,0",,,"0.0",",,0","15.0",",,X","29.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-03-19","6.26",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"47",",,0","26",",,0",,,"0.0",",,0","13.0",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-03-20","16.33",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"37",",,0","25",",,0",,,"0.0",",,0","23.9",",,X","34.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-03-21","16.78",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"33",",,0","26",",,0",,,"0.0",",,0","28.0",",,X","34.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-03-22","10.07",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"49",",,0","25",",,0",,,"0.0",",,0","17.9",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-03-23","6.49",",,W","0.05",",,0,2400","0.5",",,0","0.0",",,0,",,,"42",",,0","31",",,0",,,"0.0",",,0","13.0",",,X","23.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,"    1",",,0",,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-03-24","5.82",",,W","0.07",",,0,2400","1.0",",,0","1.0",",,0,",,,"40",",,0","31",",,0",,,"0.0",",,0","14.1",",,X","19.9",",,X","    1",",,0",,,,,,,,,,,,,"    1",",,W",,,,,"    1",",,X",,,,,,,,,"    1",",,0",,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-03-25","8.50",",,W","0.00","T,,0,2400","0.0","T,,0","0.0",",,0,",,,"45",",,0","28",",,0",,,"0.0",",,0","17.0",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,"    1",",,0",,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-03-26","5.59",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"48",",,0","27",",,0",,,"0.0",",,0","14.1",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-03-27","8.95",",,W","0.12",",,0,2400","0.0",",,0","0.0",",,0,",,,"50",",,0","25",",,0",,,"0.0",",,0","19.9",",,X","23.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-03-28","9.62",",,W","0.07",",,0,2400","0.0",",,0","0.0",",,0,",,,"45",",,0","37",",,0",,,"0.0",",,0","16.1",",,X","23.9",",,X","    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,"    1",",,X","    1",",,X",,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-03-29","4.92",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"51",",,0","34",",,0",,,"0.0",",,0","15.0",",,X","17.9",",,X","    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,"    1",",,X",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-03-30","13.65",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0,",,,"70",",,0","35",",,0",,,"0.0",",,0","29.1",",,X","38.0",",,X","    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-03-31","19.91",",,W","0.09",",,0,2400","0.0",",,0","0.0",",,0,",,,"68",",,0","45",",,0",,,"0.0",",,0","31.1",",,X","46.1",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-04-01","10.07",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"48",",,0","40",",,0",,,"0.0",",,0","21.9",",,X","29.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-04-02","10.51",",,W","0.68",",,0,2400","0.0",",,0","0.0",",,0,",,,"60",",,0","39",",,0",,,"0.0",",,0","25.1",",,X","29.1",",,X","    1",",,0",,,"    1",",,0",,,,,,,,,"    1",",,W",,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-04-03","15.88",",,W","0.45",",,0,2400","0.0",",,0","0.0",",,0,",,,"54",",,0","39",",,0",,,"0.0",",,0","31.1",",,X","36.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-04-04","12.97",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"56",",,0","36",",,0",,,"0.0",",,0","25.1",",,X","31.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-04-05","6.71",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0,",,,"58",",,0","33",",,0",,,"0.0",",,0","16.1",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-04-06","10.74",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0,",,,"58",",,0","39",",,0",,,"0.0",",,0","19.9",",,X","21.9",",,X","    1",",,0",,,,,,,,,,,,,"    1",",,W",,,,,"    1",",,X","    1",",,X",,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-04-07","15.88",",,W","0.02",",,0,2400","0.0","T,,0","0.0",",,0,",,,"55",",,0","33",",,0",,,"0.0",",,0","34.9",",,X","40.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X",,,"    1",",,0",,,"    1",",,0",,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-04-08","11.86",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"43",",,0","26",",,0",,,"0.0",",,0","25.1",",,X","32.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-04-09","5.14",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"56",",,0","27",",,0",,,"0.0",",,0","15.0",",,X","21.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-04-10","9.62",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"71",",,0","34",",,0",,,"0.0",",,0","21.0",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-04-11","15.43",",,W","0.01",",,0,2400","0.0",",,0","0.0",",,0,",,,"75",",,0","48",",,0",,,"0.0",",,0","29.1",",,X","38.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-04-12","14.54",",,W","0.02",",,0,2400","0.0",",,0","0.0",",,0,",,,"76",",,0","58",",,0",,,"0.0",",,0","23.9",",,X","32.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-04-13","8.50",",,W","0.05",",,0,2400","0.0",",,0","0.0",",,0,",,,"80",",,0","52",",,0",,,"0.0",",,0","23.9",",,X","29.1",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-04-14","8.72",",,W","0.01",",,0,2400","0.0",",,0","0.0",",,0,",,,"81",",,0","63",",,0",,,"0.0",",,0","16.1",",,X","21.0",",,X",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-04-15","9.17",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0,",,,"67",",,0","49",",,0",,,"0.0",",,0","15.0",",,X","29.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-04-16","14.54",",,W","0.88",",,0,2400","0.0",",,0","0.0",",,0,",,,"62",",,0","47",",,0",,,"0.0",",,0","28.0",",,X","38.0",",,X","    1",",,0",,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-04-17","13.87",",,W","0.02",",,0,2400","0.0",",,0","0.0",",,0,",,,"56",",,0","42",",,0",,,"0.0",",,0","21.0",",,X","34.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-04-18","11.18",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"66",",,0","45",",,0",,,"0.0",",,0","17.9",",,X","23.9",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-04-19","8.05",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0,",,,"74",",,0","52",",,0",,,"0.0",",,0","17.9",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-04-20","4.47",",,W","0.09",",,0,2400","0.0",",,0","0.0",",,0,",,,"75",",,0","53",",,0",,,"0.0",",,0","14.1",",,X","17.0",",,X","    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-04-21","6.04",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"71",",,0","44",",,0",,,"0.0",",,0","16.1",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-04-22","9.40",",,W","0.04",",,0,2400","0.0",",,0","0.0",",,0,",,,"68",",,0","47",",,0",,,"0.0",",,0","21.9",",,X","28.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-04-23","11.41",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"72",",,0","41",",,0",,,"0.0",",,0","23.9",",,X","30.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-04-24","6.49",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"73",",,0","39",",,0",,,"0.0",",,0","30.0",",,X","38.0",",,X","    1",",,0",,,,,,,,,,,,,"    1",",,0",,,"    1",",,X","    1",",,X",,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-04-25","15.21",",,W","0.08",",,0,2400","0.0","T,,0","0.0",",,0,",,,"46",",,0","32",",,0",,,"0.0",",,0","32.0",",,X","38.9",",,X","    1",",,W",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-04-26","5.82",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"64",",,0","27",",,0",,,"0.0",",,0","15.0",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-04-27","8.95",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"71",",,0","38",",,0",,,"0.0",",,0","16.1",",,X","25.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-04-28","8.50",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"68",",,0","37",",,0",,,"0.0",",,0","21.9",",,X","25.9",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-04-29","15.21",",,W","0.31",",,0,2400","0.0",",,0","0.0",",,0,",,,"61",",,0","51",",,0",,,"0.0",",,0","23.9",",,X","29.1",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-04-30","19.46",",,W","0.94",",,0,2400","0.0",",,0","0.0",",,0,",,,"59",",,0","52",",,0",,,"0.0",",,0","32.0",",,X","38.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-05-01","12.30",",,W","0.27",",,0,2400","0.0",",,0","0.0",",,0,",,,"59",",,0","54",",,0",,,"0.0",",,0","19.9",",,X","23.0",",,X","    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-05-02","8.28",",,W","0.10",",,0,2400","0.0",",,0","0.0",",,0,",,,"72",",,0","52",",,0",,,"0.0",",,0","19.9",",,X","23.0",",,X","    1",",,0",,,,,,,,,,,,,"    1",",,W",,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-05-03","8.05",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0,",,,"73",",,0","50",",,0",,,"0.0",",,0","17.9",",,X","23.9",",,X","    1",",,0",,,,,,,,,,,,,"    1",",,W",,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-05-04","9.40",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"68",",,0","54",",,0",,,"0.0",",,0","17.9",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-05-05","9.62",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"58",",,0","47",",,0",,,"0.0",",,0","16.1",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-05-06","6.71",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"58",",,0","40",",,0",,,"0.0",",,0","14.1",",,X","23.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-05-07","6.04",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"71",",,0","37",",,0",,,"0.0",",,0","14.1",",,X","16.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-05-08","8.50",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"73",",,0","47",",,0",,,"0.0",",,0","16.1",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-05-09","9.84",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0,",,,"71",",,0","54",",,0",,,"0.0",",,0","21.9",",,X","25.9",",,X",,,,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-05-10","4.70",",,W","0.11",",,0,2400","0.0",",,0","0.0",",,0,",,,"74",",,0","54",",,0",,,"0.0",",,0","23.0",",,X","25.9",",,X","    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-05-11","18.12",",,W","0.70",",,0,2400","0.0",",,0","0.0",",,0,",,,"59",",,0","38",",,0",,,"0.0",",,0","31.1",",,X","44.1",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-05-12","11.18",",,W","0.14",",,0,2400","0.0",",,0","0.0",",,0,",,,"47",",,0","36",",,0",,,"0.0",",,0","21.0",",,X","25.1",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-05-13","3.80",",,W","0.07",",,0,2400","0.0",",,0","0.0",",,0,",,,"50",",,0","42",",,0",,,"0.0",",,0","12.1",",,X","21.0",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-05-14","5.59",",,W","0.11",",,0,2400","0.0",",,0","0.0",",,0,",,,"56",",,0","42",",,0",,,"0.0",",,0","15.0",",,X","25.1",",,X","    1",",,0",,,,,,,,,,,,,"    1",",,0",,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-05-15","12.53",",,W","0.16",",,0,2400","0.0",",,0","0.0",",,0,",,,"62",",,0","49",",,0",,,"0.0",",,0","17.9",",,X","28.0",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X","    1",",,X",,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-05-16","6.49",",,W","0.01",",,0,2400","0.0",",,0","0.0",",,0,",,,"65",",,0","48",",,0",,,"0.0",",,0","14.1",",,X","21.9",",,X","    1",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-05-17","7.61",",,W","0.16",",,0,2400","0.0",",,0","0.0",",,0,",,,"73",",,0","45",",,0",,,"0.0",",,0","29.1",",,X","36.9",",,X","    1",",,W",,,"    1",",,0",,,,,,,,,"    1",",,W",,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-05-18","10.07",",,W","0.03",",,0,2400","0.0",",,0","0.0",",,0,",,,"63",",,0","45",",,0",,,"0.0",",,0","25.1",",,X","31.1",",,X","    1",",,W",,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-05-19","6.71",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"64",",,0","43",",,0",,,"0.0",",,0","13.0",",,X","21.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-05-20","8.50",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0,",,,"74",",,0","38",",,0",,,"0.0",",,0","23.0",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-05-21","8.72",",,W","0.00","T,,0,2400","0.0",",,0","0.0",",,0,",,,"61",",,0","40",",,0",,,"0.0",",,0","19.9",",,X","28.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-05-22","5.82",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"62",",,0","36",",,0",,,"0.0",",,0","14.1",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-05-23","5.37",",,W","0.00",",,0,2400","0.0",",,0","0.0",",,0,",,,"75",",,0","38",",,0",,,"0.0",",,0","13.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-05-24","10.51",",,W","0.38",",,0,2400","0.0",",,0","0.0",",,0,",,,"80",",,0","49",",,0",,,"0.0",",,0","23.9",",,X","30.0",",,X","    1",",,0",,,"    1",",,0",,,,,,,,,,,,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.96019","-87.93162","201.8","2006-05-25","10.51",",,W","0.03",",,0,2400","0.0",",,0","0.0",",,0,",,,"75",",,0","64",",,0",,,"0.0",",,0","19.9",",,X","25.1",",,X","    1",",,0",,,,,,,,,,,,,"    1",",,W",,,,,"    1",",,X",,,,,"    1",",,0",,,,,,,,,,
