Model,Dataset,Predicted Probability
Logistic Over,Train,0.7715757300370035
Logistic Over,Train,0.8788111879598567
Logistic Over,Train,0.027701977978896553
Logistic Over,Train,0.18867368292906053
Logistic Over,Train,0.028779211337593688
Logistic Over,Train,0.44914618705466736
Logistic Over,Train,0.8027591773096796
Logistic Over,Train,0.4881213230182586
Logistic Over,Train,0.16561139004940895
Logistic Over,Train,0.6126611358363766
Logistic Over,Train,0.5764704366990004
Logistic Over,Train,0.4921314376753108
Logistic Over,Train,0.1624136207105919
Logistic Over,Train,0.4094248439781264
Logistic Over,Train,0.09532641695986424
Logistic Over,Train,0.4990469233068678
Logistic Over,Train,0.050140483319076744
Logistic Over,Train,0.35741189354471364
Logistic Over,Train,0.42728774609011144
Logistic Over,Train,0.4482156398340212
Logistic Over,Train,0.05466179169857225
Logistic Over,Train,0.6339736535835757
Logistic Over,Train,0.2578891193342564
Logistic Over,Train,0.01871544771856267
Logistic Over,Train,0.7676534198812632
Logistic Over,Train,0.3285157201909289
Logistic Over,Train,0.060921758276644346
Logistic Over,Train,0.2841384494551806
Logistic Over,Train,0.2639938622229901
Logistic Over,Train,0.7166074531940094
Logistic Over,Train,0.3195802823445289
Logistic Over,Train,0.06422922408486854
Logistic Over,Train,0.19896423984908884
Logistic Over,Train,0.14216093656765744
Logistic Over,Train,0.416694319745668
Logistic Over,Train,0.8692957390777233
Logistic Over,Train,0.20916024306121944
Logistic Over,Train,0.2979581032323197
Logistic Over,Train,0.8362683510343158
Logistic Over,Train,0.18485458726777357
Logistic Over,Train,0.2762864749170568
Logistic Over,Train,0.026382093243026813
Logistic Over,Train,0.41816659572893033
Logistic Over,Train,0.6289898654110866
Logistic Over,Train,0.3501901596751417
Logistic Over,Train,0.6826736638845865
Logistic Over,Train,0.1130896609954176
Logistic Over,Train,0.7051056406299498
Logistic Over,Train,0.021333523177431632
Logistic Over,Train,0.5215614461406635
Logistic Over,Train,0.7465674013522973
Logistic Over,Train,0.12331399126650487
Logistic Over,Train,0.2628798709964822
Logistic Over,Train,0.00810665281653491
Logistic Over,Train,0.08321010867782402
Logistic Over,Train,0.5763646539037411
Logistic Over,Train,0.4678202715246519
Logistic Over,Train,0.746783687956185
Logistic Over,Train,0.4644950481972517
Logistic Over,Train,0.8806814847602723
Logistic Over,Train,0.6667879410578622
Logistic Over,Train,0.014014367922381806
Logistic Over,Train,0.04467225609128375
Logistic Over,Train,0.18600337233637199
Logistic Over,Train,0.4409745662629417
Logistic Over,Train,0.0072243395131450115
Logistic Over,Train,0.7949573394134664
Logistic Over,Train,0.41604115997650726
Logistic Over,Train,0.28121469747971595
Logistic Over,Train,0.5284516280942513
Logistic Over,Train,0.0012680411428949762
Logistic Over,Train,0.649006713443917
Logistic Over,Train,0.4309270304943454
Logistic Over,Train,0.019506260430829998
Logistic Over,Train,0.014426928810254301
Logistic Over,Train,0.47739098098830773
Logistic Over,Train,0.12745656581078138
Logistic Over,Train,0.008932596111648376
Logistic Over,Train,0.03962250188367005
Logistic Over,Train,0.3749328879971823
Logistic Over,Train,0.2537892642713214
Logistic Over,Train,0.6912992724108088
Logistic Over,Train,0.8156611868745987
Logistic Over,Train,0.2313925301348991
Logistic Over,Train,0.5550716557541681
Logistic Over,Train,0.19808553011097466
Logistic Over,Train,0.07686625278812281
Logistic Over,Train,0.21050353113323453
Logistic Over,Train,0.7719065779639233
Logistic Over,Train,0.6552602144243029
Logistic Over,Train,0.8129268728210531
Logistic Over,Train,0.27463499952042025
Logistic Over,Train,0.015568535826620641
Logistic Over,Train,0.6467646679372225
Logistic Over,Train,0.49384314420616776
Logistic Over,Train,0.20950077009142493
Logistic Over,Train,0.7747702838524438
Logistic Over,Train,0.268447813731841
Logistic Over,Train,0.011077740092376536
Logistic Over,Train,0.8335850381034938
Logistic Over,Train,0.11368725998012977
Logistic Over,Train,0.40613621549515627
Logistic Over,Train,0.409903059163117
Logistic Over,Train,0.09037314657861764
Logistic Over,Train,0.03711194572632998
Logistic Over,Train,0.41376533133082827
Logistic Over,Train,0.6195371433376619
Logistic Over,Train,0.14147502435480014
Logistic Over,Train,0.10303504231976619
Logistic Over,Train,0.22383576739389302
Logistic Over,Train,0.30353290404742783
Logistic Over,Train,0.3572477987418778
Logistic Over,Train,0.05298518927409852
Logistic Over,Train,0.005057806180468008
Logistic Over,Train,0.5231979238457405
Logistic Over,Train,0.9062474787120743
Logistic Over,Train,0.02969185730957604
Logistic Over,Train,0.5046864807503455
Logistic Over,Train,0.00767994410116984
Logistic Over,Train,0.4188252851805577
Logistic Over,Train,0.26879814458025275
Logistic Over,Train,0.14058872396764724
Logistic Over,Train,0.2791646355829541
Logistic Over,Train,0.1809236027517748
Logistic Over,Train,0.1609885270097622
Logistic Over,Train,0.3179786541751045
Logistic Over,Train,0.4218311686931033
Logistic Over,Train,0.4583988679350932
Logistic Over,Train,0.33192818722237466
Logistic Over,Train,0.06084652211453865
Logistic Over,Train,0.2895311107973099
Logistic Over,Train,0.5291563462248481
Logistic Over,Train,0.03421850338161347
Logistic Over,Train,0.1913338812054943
Logistic Over,Train,0.08667929278407546
Logistic Over,Train,0.6349399011996343
Logistic Over,Train,0.019708649299265968
Logistic Over,Train,0.026153295045948526
Logistic Over,Train,0.8041649830430604
Logistic Over,Train,0.15940243316691938
Logistic Over,Train,0.42943228338481687
Logistic Over,Train,0.16399848792033847
Logistic Over,Train,0.7813246040407364
Logistic Over,Train,0.2841384494551806
Logistic Over,Train,0.7246631134701388
Logistic Over,Train,0.17805840738103304
Logistic Over,Train,0.3603832807362562
Logistic Over,Train,0.37548157466704507
Logistic Over,Train,0.15642481441530146
Logistic Over,Train,0.015678888225106456
Logistic Over,Train,0.23144772157482502
Logistic Over,Train,0.7521977359712623
Logistic Over,Train,0.3360188879059369
Logistic Over,Train,0.07584107874530972
Logistic Over,Train,0.7691991113226063
Logistic Over,Train,0.590070582909434
Logistic Over,Train,0.1987445793872576
Logistic Over,Train,0.23253603790533034
Logistic Over,Train,0.45414559675909927
Logistic Over,Train,0.2529814926146333
Logistic Over,Train,0.15945330800638635
Logistic Over,Train,0.056888675718094125
Logistic Over,Train,0.20810822246774166
Logistic Over,Train,0.3098219523400832
Logistic Over,Train,0.6925279280724658
Logistic Over,Train,0.6812036299038867
Logistic Over,Train,0.009244196587154217
Logistic Over,Train,0.33073896066768643
Logistic Over,Train,0.1696787276494108
Logistic Over,Train,0.40879703740293044
Logistic Over,Train,0.42537692795734544
Logistic Over,Train,0.6140576152827045
Logistic Over,Train,0.2640701926429005
Logistic Over,Train,0.027944281756206776
Logistic Over,Train,0.7395144523568045
Logistic Over,Train,0.05932473639463145
Logistic Over,Train,0.322604238254523
Logistic Over,Train,0.08019717622269121
Logistic Over,Train,0.8050421996280624
Logistic Over,Train,0.2808914307785595
Logistic Over,Train,0.3636345794977482
Logistic Over,Train,0.7401360542089277
Logistic Over,Train,0.16162122435089937
Logistic Over,Train,0.013451919921939543
Logistic Over,Train,0.5703034295604726
Logistic Over,Train,0.3766736751238989
Logistic Over,Train,0.31076335261043325
Logistic Over,Train,0.2597926246646634
Logistic Over,Train,0.5622158116311771
Logistic Over,Train,0.5747121615351686
Logistic Over,Train,0.0278391942391806
Logistic Over,Train,0.608262025097014
Logistic Over,Train,0.42766852643486997
Logistic Over,Train,0.06709244279200875
Logistic Over,Train,0.3467874723431777
Logistic Over,Train,0.5201121830536335
Logistic Over,Train,0.7807219069629124
Logistic Over,Train,0.2895119808806888
Logistic Over,Train,0.39422410291453225
Logistic Over,Train,0.024081607717908873
Logistic Over,Train,0.773388741361753
Logistic Over,Train,0.26195616820707285
Logistic Over,Train,0.63970435640622
Logistic Over,Train,0.8252643181531808
Logistic Over,Train,0.1450999855928178
Logistic Over,Train,0.26138563281895044
Logistic Over,Train,0.039150533659601035
Logistic Over,Train,0.062388144344056005
Logistic Over,Train,0.5278289314901629
Logistic Over,Train,0.1880432598961257
Logistic Over,Train,0.5749515424256612
Logistic Over,Train,0.8375703726575557
Logistic Over,Train,0.006682699273087981
Logistic Over,Train,0.7546117110084557
Logistic Over,Train,0.01825660870067407
Logistic Over,Train,0.14628584768530398
Logistic Over,Train,0.08664446760234344
Logistic Over,Train,0.675272077081731
Logistic Over,Train,0.03503263159661093
Logistic Over,Train,0.012201125768689206
Logistic Over,Train,0.13150346647538064
Logistic Over,Train,0.5342281988971571
Logistic Over,Train,0.2810665837385243
Logistic Over,Train,0.3911030807351658
Logistic Over,Train,0.33022643311082606
Logistic Over,Train,0.113228819647901
Logistic Over,Train,0.24624387705638048
Logistic Over,Train,0.3716840773043921
Logistic Over,Train,0.4908186041065614
Logistic Over,Train,0.12076733838042952
Logistic Over,Train,0.38305201030928837
Logistic Over,Train,0.13295304949511927
Logistic Over,Train,0.21834143124491764
Logistic Over,Train,0.5549574101184968
Logistic Over,Train,0.4653645248505654
Logistic Over,Train,0.8756392009953202
Logistic Over,Train,0.0389638295319988
Logistic Over,Train,0.3681294672925546
Logistic Over,Train,0.4040108433919793
Logistic Over,Train,0.23018594620367036
Logistic Over,Train,0.5515001658945733
Logistic Over,Train,0.05433089982867153
Logistic Over,Train,0.2403993200226743
Logistic Over,Train,0.7285743102539561
Logistic Over,Train,0.4760869953811604
Logistic Over,Train,0.2977143715784511
Logistic Over,Train,0.29723974375287676
Logistic Over,Train,0.1460740905544528
Logistic Over,Train,0.6639415484891896
Logistic Over,Train,0.34203533424749044
Logistic Over,Train,0.7999630929104952
Logistic Over,Train,0.21483267574593337
Logistic Over,Train,0.7053991083541611
Logistic Over,Train,0.7589064313793709
Logistic Over,Train,0.027599531782005648
Logistic Over,Train,0.11038654658606976
Logistic Over,Train,0.6428036244628474
Logistic Over,Train,0.0005144301510160015
Logistic Over,Train,0.536162744561166
Logistic Over,Train,0.33428386545260613
Logistic Over,Train,0.15609083490977807
Logistic Over,Train,0.013998522360250912
Logistic Over,Train,0.014980445889330073
Logistic Over,Train,0.7413252515484434
Logistic Over,Train,0.29952349137672934
Logistic Over,Train,0.31911812284498725
Logistic Over,Train,0.8022936878132898
Logistic Over,Train,0.010100534015004976
Logistic Over,Train,0.3662118412169635
Logistic Over,Train,0.2631416286014949
Logistic Over,Train,0.7420539207010279
Logistic Over,Train,0.1388035027660555
Logistic Over,Train,0.6685896539407519
Logistic Over,Train,0.1846522258470907
Logistic Over,Train,0.025914670157604378
Logistic Over,Train,0.6742585408580358
Logistic Over,Train,0.004694418802788979
Logistic Over,Train,0.23930031838358484
Logistic Over,Train,0.8082563353851556
Logistic Over,Train,0.6724821433430651
Logistic Over,Train,0.2850703258576928
Logistic Over,Train,0.735483909153788
Logistic Over,Train,0.9348919655411553
Logistic Over,Train,0.1997410134787665
Logistic Over,Train,0.3067959457018498
Logistic Over,Train,0.35800010975341456
Logistic Over,Train,0.11249535351721901
Logistic Over,Train,0.366485487431773
Logistic Over,Train,0.05185178208077975
Logistic Over,Train,0.7168825644276328
Logistic Over,Train,0.18794540679194624
Logistic Over,Train,0.24850189324588448
Logistic Over,Train,0.04707455064504494
Logistic Over,Train,0.8574178314845656
Logistic Over,Train,0.319984007732968
Logistic Over,Train,0.22768931153612607
Logistic Over,Train,0.385980479807189
Logistic Over,Train,0.20357609311553956
Logistic Over,Train,0.5988819043697695
Logistic Over,Train,0.5225006807499435
Logistic Over,Train,0.4389663205184997
Logistic Over,Train,0.39634556062155424
Logistic Over,Train,0.5783053458060187
Logistic Over,Train,0.8226187729487446
Logistic Over,Train,0.14571128435932706
Logistic Over,Train,0.09268868390427407
Logistic Over,Train,0.05649548874574224
Logistic Over,Train,0.013318417537391878
Logistic Over,Train,0.21417781022829413
Logistic Over,Train,0.28017429706257935
Logistic Over,Train,0.014533968603946816
Logistic Over,Train,0.3784081633404566
Logistic Over,Train,0.6959343454007978
Logistic Over,Train,0.12060133228507433
Logistic Over,Train,0.2749814650181332
Logistic Over,Train,0.030606657864634356
Logistic Over,Train,0.6424229849983134
Logistic Over,Train,0.31452785640699865
Logistic Over,Train,0.9473107108461938
Logistic Over,Train,0.21481239757331458
Logistic Over,Train,0.16477763885443567
Logistic Over,Train,0.7521113322627979
Logistic Over,Train,0.48306451494636155
Logistic Over,Train,0.052438100726307516
Logistic Over,Train,0.4110567654869927
Logistic Over,Train,0.08504296517843714
Logistic Over,Train,0.25328924842015454
Logistic Over,Train,0.632487700888852
Logistic Over,Train,0.5963252690933412
Logistic Over,Train,0.45415839479425807
Logistic Over,Train,0.8971739873952667
Logistic Over,Train,0.4483588113905741
Logistic Over,Train,0.1686171982730388
Logistic Over,Train,0.029289550579511825
Logistic Over,Train,0.2686000507193356
Logistic Over,Train,0.5523719568964991
Logistic Over,Train,0.81359884197413
Logistic Over,Train,0.03122195586480726
Logistic Over,Train,0.009363775335052112
Logistic Over,Train,0.4153459287027273
Logistic Over,Train,0.8250380025863214
Logistic Over,Train,0.636570477719095
Logistic Over,Train,0.6311262820917684
Logistic Over,Train,0.01190747478853309
Logistic Over,Train,0.4787085125773405
Logistic Over,Train,0.2755626946745313
Logistic Over,Train,0.28489137323750646
Logistic Over,Train,0.38088628667353996
Logistic Over,Train,0.2021176000431101
Logistic Over,Train,0.24408178194938415
Logistic Over,Train,0.1548688572178915
Logistic Over,Train,0.5519153773147871
Logistic Over,Train,0.04662841810645731
Logistic Over,Train,0.881775029076542
Logistic Over,Train,0.21190385838867276
Logistic Over,Train,0.24408178194938415
Logistic Over,Train,0.5216181564364678
Logistic Over,Train,0.5557678779317489
Logistic Over,Train,0.22285136651603135
Logistic Over,Train,0.15540976347289012
Logistic Over,Train,0.05375456183083233
Logistic Over,Train,0.2325713896265875
Logistic Over,Train,0.09993309815612399
Logistic Over,Train,0.2763033547819999
Logistic Over,Train,0.28564957602588575
Logistic Over,Train,0.5814778434707469
Logistic Over,Train,0.1024653144242696
Logistic Over,Train,0.3647409011483409
Logistic Over,Train,0.532651752908267
Logistic Over,Train,0.4489390488602221
Logistic Over,Train,0.10329155404786157
Logistic Over,Train,0.4996218909958685
Logistic Over,Train,0.23509367636547596
Logistic Over,Train,0.4017582041181311
Logistic Over,Train,0.10491374846024695
Logistic Over,Train,0.25509282549989193
Logistic Over,Train,0.8267023550312504
Logistic Over,Train,0.10690168131803858
Logistic Over,Train,0.037383869504314805
Logistic Over,Train,0.8512785273629031
Logistic Over,Train,0.34288508327870537
Logistic Over,Train,0.18918407369716891
Logistic Over,Train,0.04959657120412775
Logistic Over,Train,0.2643691641372987
Logistic Over,Train,0.03907306201830643
Logistic Over,Train,0.599717442265694
Logistic Over,Train,0.0945911868400701
Logistic Over,Train,0.16475387614344944
Logistic Over,Train,0.2385426448699501
Logistic Over,Train,0.03589116930763253
Logistic Over,Train,0.04489998668455222
Logistic Over,Train,0.5265443646707162
Logistic Over,Train,0.7010415644182206
Logistic Over,Train,0.5324334235283377
Logistic Over,Train,0.511893991599222
Logistic Over,Train,0.18292678227149195
Logistic Over,Train,0.05229265504048861
Logistic Over,Train,0.7481971597576323
Logistic Over,Train,0.244655729061435
Logistic Over,Train,0.030387607457225005
Logistic Over,Train,0.06220308199108069
Logistic Over,Train,0.801670449797569
Logistic Over,Train,0.011588213559667946
Logistic Over,Train,0.6103005962642513
Logistic Over,Train,0.019764418796165643
Logistic Over,Train,0.12026254762783874
Logistic Over,Train,0.369068792867764
Logistic Over,Train,0.41011744996650396
Logistic Over,Train,0.03158698828064193
Logistic Over,Train,0.12012851966123629
Logistic Over,Train,0.6626880686933789
Logistic Over,Train,0.10972111619723858
Logistic Over,Train,0.8910171759576192
Logistic Over,Train,0.8047105175682725
Logistic Over,Train,0.02750620816102849
Logistic Over,Train,0.01145660601309081
Logistic Over,Train,0.4235420411006119
Logistic Over,Train,0.03781034203908901
Logistic Over,Train,0.07193993771877212
Logistic Over,Train,0.028893191905846452
Logistic Over,Train,0.1648884501359433
Logistic Over,Train,0.6528500976429701
Logistic Over,Train,0.3306689704989485
Logistic Over,Train,0.11744174299335877
Logistic Over,Train,0.42909416386372307
Logistic Over,Train,0.2841833847723947
Logistic Over,Train,0.041304185372839274
Logistic Over,Train,0.39896770700723805
Logistic Over,Train,0.7017299805554221
Logistic Over,Train,0.13914452055652327
Logistic Over,Train,0.2675002356194655
Logistic Over,Train,0.04024224083153921
Logistic Over,Train,0.08874616371123835
Logistic Over,Train,0.039436057588475036
Logistic Over,Train,0.13312880762754742
Logistic Over,Train,0.038238421917037274
Logistic Over,Train,0.018481355097082694
Logistic Over,Train,0.0018176011935482517
Logistic Over,Train,0.224314178009301
Logistic Over,Train,0.42204699850287253
Logistic Over,Train,0.4132288519658366
Logistic Over,Train,0.0674333018287589
Logistic Over,Train,0.22871640451902248
Logistic Over,Train,0.2979581032323197
Logistic Over,Train,0.5517757679609242
Logistic Over,Train,0.1558541269295628
Logistic Over,Train,0.35285396510739575
Logistic Over,Train,0.3324490506009925
Logistic Over,Train,0.38311151656774667
Logistic Over,Train,0.30680286074332497
Logistic Over,Train,0.09693707935089663
Logistic Over,Train,0.16547770029011405
Logistic Over,Train,0.6605371725721014
Logistic Over,Train,0.7544110499156969
Logistic Over,Train,0.4305660825947392
Logistic Over,Train,0.4247415074930292
Logistic Over,Train,0.7599484769442059
Logistic Over,Train,0.06480762661261823
Logistic Over,Train,0.33192818722237466
Logistic Over,Train,0.7091316954560075
Logistic Over,Train,0.04700266373975997
Logistic Over,Train,0.601145913339835
Logistic Over,Train,0.4276246465481
Logistic Over,Train,0.04138149937407415
Logistic Over,Train,0.15739119657214903
Logistic Over,Train,0.26815495016541596
Logistic Over,Train,0.039786862623116134
Logistic Over,Train,0.7566354065276463
Logistic Over,Train,0.09068931230311135
Logistic Over,Train,0.8914970840408935
Logistic Over,Train,0.046886229923339365
Logistic Over,Train,0.22057705095162708
Logistic Over,Train,0.2576446631552493
Logistic Over,Train,0.11705239945272519
Logistic Over,Train,0.0038112785794134057
Logistic Over,Train,0.3017454385318086
Logistic Over,Train,0.04314330193442588
Logistic Over,Train,0.8233048361426347
Logistic Over,Train,0.10014558923133257
Logistic Over,Train,0.8015329960519683
Logistic Over,Train,0.2841384494551806
Logistic Over,Train,0.04423516181916401
Logistic Over,Train,0.7692525829397231
Logistic Over,Train,0.022905930051874707
Logistic Over,Train,0.8309892569850654
Logistic Over,Train,0.021490697901076643
Logistic Over,Train,0.03785399536198226
Logistic Over,Train,0.03849739459474362
Logistic Over,Train,0.4906896860550464
Logistic Over,Train,0.5046992709110198
Logistic Over,Train,0.06694692109316158
Logistic Over,Train,0.15558666175944466
Logistic Over,Train,0.08199282412497182
Logistic Over,Train,0.17396829213884157
Logistic Over,Train,0.07864573884562957
Logistic Over,Train,0.6890404673053798
Logistic Over,Train,0.39611435046857896
Logistic Over,Train,0.32506150689138763
Logistic Over,Train,0.8350416474985811
Logistic Over,Train,0.8856980884569293
Logistic Over,Train,0.37850525695257536
Logistic Over,Train,0.35938437889140606
Logistic Over,Train,0.5637880133893277
Logistic Over,Train,0.7865440204039612
Logistic Over,Train,0.11981399128541305
Logistic Over,Train,0.9121737952608447
Logistic Over,Train,0.12596771608038448
Logistic Over,Train,0.2296304696377337
Logistic Over,Train,0.15687158959002312
Logistic Over,Train,0.0642861205643032
Logistic Over,Train,0.748054841602764
Logistic Over,Train,0.07845057092628935
Logistic Over,Train,0.2569972113741244
Logistic Over,Train,0.770094434474107
Logistic Over,Train,0.291998944957188
Logistic Over,Train,0.20251451082744915
Logistic Over,Train,0.5254200533319369
Logistic Over,Train,0.2884408018596365
Logistic Over,Train,0.49010919938477315
Logistic Over,Train,0.41507046980573536
Logistic Over,Train,0.5937889773270503
Logistic Over,Train,0.575577711248728
Logistic Over,Train,0.788831267778032
Logistic Over,Train,0.027998142727073117
Logistic Over,Train,0.3255564507081152
Logistic Over,Train,0.08868654535900823
Logistic Over,Train,0.01640628339896229
Logistic Over,Train,0.15066782484952534
Logistic Over,Train,0.005969399959336857
Logistic Over,Train,0.591359640112627
Logistic Over,Train,0.8669778678095953
Logistic Over,Train,0.5883426667122453
Logistic Over,Train,0.8359382865452051
Logistic Over,Train,0.8457591777494236
Logistic Over,Train,0.8159574082494068
Logistic Over,Train,0.8838715231111175
Logistic Over,Train,0.0716286912536855
Logistic Over,Train,0.22607174159129795
Logistic Over,Train,0.21711113991014194
Logistic Over,Train,0.17540156737324206
Logistic Over,Train,0.20950077009142493
Logistic Over,Train,0.7914728237669972
Logistic Over,Train,0.6492591456783406
Logistic Over,Train,0.486293684672319
Logistic Over,Train,0.7737397159268862
Logistic Over,Train,0.2325713896265875
Logistic Over,Train,0.6626880686933789
Logistic Over,Train,0.3847527823695471
Logistic Over,Train,0.10132843669156666
Logistic Over,Train,0.24434966362119728
Logistic Over,Train,0.26879132026274033
Logistic Over,Train,0.5338023236911782
Logistic Over,Train,0.378743030039313
Logistic Over,Train,0.4290289424656206
Logistic Over,Train,0.03518242681839833
Logistic Over,Train,0.09009680094601005
Logistic Over,Train,0.05950800304096964
Logistic Over,Train,0.6347283533418597
Logistic Over,Train,0.3178762248852982
Logistic Over,Train,0.9027475397627985
Logistic Over,Train,0.17736629273325838
Logistic Over,Train,0.18299484528955529
Logistic Over,Train,0.4645742349132084
Logistic Over,Train,0.11214934958456337
Logistic Over,Train,0.3426933469489788
Logistic Over,Train,0.15978320028833756
Logistic Over,Train,0.7987107745345916
Logistic Over,Train,0.49731072748004435
Logistic Over,Train,0.12835344328043954
Logistic Over,Train,0.6769205552532046
Logistic Over,Train,0.8066195014872507
Logistic Over,Train,0.358602814457659
Logistic Over,Train,0.7666438144968479
Logistic Over,Train,0.21711113991014194
Logistic Over,Train,0.7439416158436348
Logistic Over,Train,0.0506669372632386
Logistic Over,Train,0.1359782910734731
Logistic Over,Train,0.05171498625648919
Logistic Over,Train,0.09516163762978797
Logistic Over,Train,0.30255835683290144
Logistic Over,Train,0.562686644305925
Logistic Over,Train,0.19137123917261736
Logistic Over,Train,0.28586450786191275
Logistic Over,Train,0.01651506807988669
Logistic Over,Train,0.01927789404417204
Logistic Over,Train,0.16285735306163704
Logistic Over,Train,0.7015171913989404
Logistic Over,Train,0.32728954898806767
Logistic Over,Train,0.8592628704782508
Logistic Over,Train,0.12569986670586075
Logistic Over,Train,0.4483588113905741
Logistic Over,Train,0.33947841821973973
Logistic Over,Train,0.11994208477367477
Logistic Over,Train,0.5301812432879897
Logistic Over,Train,0.1457502638139908
Logistic Over,Train,0.7346199925159522
Logistic Over,Train,0.21838666590400332
Logistic Over,Train,0.08693499143241767
Logistic Over,Train,0.1710428420510692
Logistic Over,Train,0.21977848333378278
Logistic Over,Train,0.3856802508924169
Logistic Over,Train,0.3082509386969398
Logistic Over,Train,0.761642636401858
Logistic Over,Train,0.6200587994661385
Logistic Over,Train,0.4996218909958685
Logistic Over,Train,0.38626413548704663
Logistic Over,Train,0.4489390488602221
Logistic Over,Train,0.661205874322342
Logistic Over,Train,0.5656991822750678
Logistic Over,Train,0.09733925752437397
Logistic Over,Train,0.14431891931114654
Logistic Over,Train,0.6808820371563519
Logistic Over,Train,0.20652805900278343
Logistic Over,Train,0.2403993200226743
Logistic Over,Train,0.2375907540409919
Logistic Over,Train,0.26859112653258804
Logistic Over,Train,0.020594998128507246
Logistic Over,Train,0.34955113644152985
Logistic Over,Train,0.0955903990138471
Logistic Over,Train,0.1130896609954176
Logistic Over,Train,0.7354744988127416
Logistic Over,Train,0.6994147607834206
Logistic Over,Train,0.07696230521092458
Logistic Over,Train,0.024169581030338328
Logistic Over,Train,0.8586316335432064
Logistic Over,Train,0.5304285186196309
Logistic Over,Train,0.6708749533154406
Logistic Over,Train,0.6849835283873303
Logistic Over,Train,0.16924804052785491
Logistic Over,Train,0.5313819444359429
Logistic Over,Train,0.026287209472063942
Logistic Over,Train,0.1638980814021317
Logistic Over,Train,0.18055964168729294
Logistic Over,Train,0.015711428888540532
Logistic Over,Train,0.4479652979418049
Logistic Over,Train,0.6854144006044461
Logistic Over,Train,0.7285808153687713
Logistic Over,Train,0.08699257001809434
Logistic Over,Train,0.5304285186196309
Logistic Over,Train,0.41911124460086496
Logistic Over,Train,0.7222347611621233
Logistic Over,Train,0.12529364337753213
Logistic Over,Train,0.41244360968725624
Logistic Over,Train,0.2841384494551806
Logistic Over,Train,0.1334723492002628
Logistic Over,Train,0.027713988467679324
Logistic Over,Train,0.4043637820751967
Logistic Over,Train,0.2605850957433561
Logistic Over,Train,0.7491362968392007
Logistic Over,Train,0.1592359575922691
Logistic Over,Train,0.09223926251401544
Logistic Over,Train,0.28489137323750646
Logistic Over,Train,0.04353776572345061
Logistic Over,Train,0.8790650097808653
Logistic Over,Train,0.6126611358363766
Logistic Over,Train,0.3831335166367877
Logistic Over,Train,0.5756524545239623
Logistic Over,Train,0.48648252722536234
Logistic Over,Train,0.16297552208775815
Logistic Over,Train,0.37956950495739333
Logistic Over,Train,0.1811988624555349
Logistic Over,Train,0.04162712109015254
Logistic Over,Train,0.8778931426890193
Logistic Over,Train,0.40152442602748845
Logistic Over,Train,0.15914758254032615
Logistic Over,Train,0.2631189494924736
Logistic Over,Train,0.47640765440089256
Logistic Over,Train,0.46694693510091
Logistic Over,Train,0.7711491199576793
Logistic Over,Train,0.3721247292416796
Logistic Over,Train,0.8834491925501217
Logistic Over,Train,0.03802843201641463
Logistic Over,Train,0.5639900968594569
Logistic Over,Train,0.4922605968021922
Logistic Over,Train,0.18168125264874568
Logistic Over,Train,0.4241101858652552
Logistic Over,Train,0.5914237645343058
Logistic Over,Train,0.014767748004367913
Logistic Over,Train,0.35886225858118664
Logistic Over,Train,0.037281764449218005
Logistic Over,Train,0.3087991269692147
Logistic Over,Train,0.03436439603593912
Logistic Over,Train,0.9061252865846227
Logistic Over,Train,0.06888410787930234
Logistic Over,Train,0.6406313005178174
Logistic Over,Train,0.16135852928156602
Logistic Over,Train,0.02543023489502298
Logistic Over,Train,0.30508926937304687
Logistic Over,Train,0.051857498663388325
Logistic Over,Train,0.06055724002171692
Logistic Over,Train,0.8858603822224356
Logistic Over,Train,0.013974392182993749
Logistic Over,Train,0.5522287986312603
Logistic Over,Train,0.7560095553742049
Logistic Over,Train,0.2820472861135933
Logistic Over,Train,0.08632377276756047
Logistic Over,Train,0.07773077470294715
Logistic Over,Train,0.2419465542750511
Logistic Over,Train,0.7983040297416992
Logistic Over,Train,0.3149399287016612
Logistic Over,Train,0.2605850957433561
Logistic Over,Train,0.5037147493862827
Logistic Over,Train,0.39120554367122345
Logistic Over,Train,0.11559461179383315
Logistic Over,Train,0.028108384629667856
Logistic Over,Train,0.11532162204672569
Logistic Over,Train,0.823429422545564
Logistic Over,Train,0.49334890972585016
Logistic Over,Train,0.574156025044527
Logistic Over,Train,0.42476772533219437
Logistic Over,Train,0.4693330022504944
Logistic Over,Train,0.6408776091909543
Logistic Over,Train,0.5104079386315089
Logistic Over,Train,0.1844886316926467
Logistic Over,Train,0.2196997496425038
Logistic Over,Train,0.8641333548273468
Logistic Over,Train,0.7823770404036172
Logistic Over,Train,0.6375926409721928
Logistic Over,Train,0.3230667999115485
Logistic Over,Train,0.06811027440816445
Logistic Over,Train,0.7256105984157065
Logistic Over,Train,0.23229158872516217
Logistic Over,Train,0.5339101171087413
Logistic Over,Train,0.39445214628938563
Logistic Over,Train,0.6865612245997008
Logistic Over,Train,0.46554446321941484
Logistic Over,Train,0.3159537578565816
Logistic Over,Train,0.02446442891546692
Logistic Over,Train,0.7599357213636866
Logistic Over,Train,0.011164389095532785
Logistic Over,Train,0.6806228587584259
Logistic Over,Train,0.048625105023501834
Logistic Over,Train,0.48450919440182655
Logistic Over,Train,0.30508926937304687
Logistic Over,Train,0.4321231677162094
Logistic Over,Train,0.13881715625665433
Logistic Over,Train,0.09186079948622204
Logistic Over,Train,0.8443047497963156
