commit,author,date
12483,maechler,Jan-01
12484,maechler,Jan-01
12485,maechler,Jan-01
12486,maechler,Jan-01
12487,maechler,Jan-01
12488,maechler,Jan-01
12489,maechler,Jan-01
12490,maechler,Jan-01
12491,maechler,Jan-01
12492,maechler,Jan-01
12493,maechler,Jan-01
12494,maechler,Jan-01
12495,maechler,Jan-01
12496,maechler,Jan-01
12497,maechler,Jan-01
12498,maechler,Jan-01
12499,maechler,Jan-01
12500,maechler,Jan-01
12501,maechler,Jan-01
12502,maechler,Jan-01
12503,maechler,Jan-01
12504,maechler,Jan-01
12505,maechler,Jan-01
12506,maechler,Jan-01
12507,maechler,Jan-01
12508,maechler,Jan-01
12509,maechler,Jan-01
12510,maechler,Jan-01
12511,maechler,Jan-01
12512,maechler,Jan-01
12513,maechler,Jan-01
12514,maechler,Jan-01
12515,maechler,Jan-01
12516,maechler,Jan-01
12517,maechler,Jan-01
12518,maechler,Jan-01
12519,maechler,Jan-01
12520,maechler,Jan-01
12521,maechler,Jan-01
12522,maechler,Jan-01
12523,maechler,Jan-01
12524,maechler,Jan-01
12525,maechler,Jan-01
12526,maechler,Jan-01
12527,maechler,Jan-01
12528,maechler,Jan-01
12529,maechler,Jan-01
12530,maechler,Jan-01
12531,maechler,Jan-01
12532,maechler,Jan-01
12533,pd,Jan-01
12534,pd,Jan-01
12535,maechler,Jan-01
12536,maechler,Jan-01
12537,ripley,Jan-01
12538,hornik,Jan-01
12539,hornik,Jan-01
12540,maechler,Jan-01
12541,maechler,Jan-01
12542,hornik,Jan-01
12543,hornik,Jan-01
12544,ripley,Jan-01
12545,ripley,Jan-01
12546,ripley,Jan-01
12547,ripley,Jan-01
12548,murrell,Jan-01
12549,pd,Jan-01
12550,pd,Jan-01
12551,murrell,Jan-01
12552,maechler,Jan-01
12553,maechler,Jan-01
12554,ripley,Jan-01
12555,ripley,Jan-01
12556,ripley,Jan-01
12557,hornik,Jan-01
12558,hornik,Jan-01
12559,pd,Jan-01
12560,pd,Jan-01
12561,maechler,Jan-01
12562,maechler,Jan-01
12563,hornik,Jan-01
12564,hornik,Jan-01
12565,hornik,Jan-01
12566,ripley,Jan-01
12567,ripley,Jan-01
12568,bates,Jan-01
12569,ripley,Jan-01
12570,ripley,Jan-01
12571,ripley,Jan-01
12572,maechler,Jan-01
12573,maechler,Jan-01
12574,maechler,Jan-01
12575,maechler,Jan-01
12576,maechler,Jan-01
12577,maechler,Jan-01
12578,maechler,Jan-01
12579,ripley,Jan-01
12580,ripley,Jan-01
12581,ripley,Jan-01
12582,ripley,Jan-01
12583,ripley,Jan-01
12584,pd,Jan-01
12585,pd,Jan-01
12586,maechler,Jan-01
12587,maechler,Jan-01
12588,(no author),Jan-01
12589,hornik,Jan-01
12590,hornik,Jan-01
12591,ripley,Jan-01
12592,maechler,Jan-01
12593,maechler,Jan-01
12594,maechler,Jan-01
12595,maechler,Jan-01
12596,maechler,Jan-01
12597,maechler,Jan-01
12598,maechler,Jan-01
12599,maechler,Jan-01
12600,hornik,Jan-01
12601,hornik,Jan-01
12602,maechler,Jan-01
12603,maechler,Jan-01
12604,maechler,Jan-01
12605,maechler,Jan-01
12606,ripley,Jan-01
12607,ripley,Jan-01
12608,luke,Jan-01
12609,luke,Jan-01
12610,pd,Jan-01
12611,pd,Jan-01
12612,maechler,Jan-01
12613,maechler,Jan-01
12614,ripley,Jan-01
12615,hornik,Jan-01
12616,hornik,Jan-01
12617,hornik,Jan-01
12618,ripley,Jan-01
12619,maechler,Jan-01
12620,maechler,Jan-01
12621,maechler,Jan-01
12622,hornik,Jan-01
12623,hornik,Jan-01
12624,hornik,Jan-01
12625,ripley,Jan-01
12626,pd,Jan-01
12627,pd,Jan-01
12628,maechler,Jan-01
12629,maechler,Jan-01
12630,ripley,Jan-01
12631,ripley,Jan-01
12632,ripley,Jan-01
12633,ripley,Jan-01
12634,ripley,Jan-01
12635,ripley,Jan-01
12636,ripley,Jan-01
12637,ripley,Jan-01
12638,hornik,Jan-01
12639,hornik,Jan-01
12640,hornik,Jan-01
12641,hornik,Jan-01
12642,hornik,Jan-01
12643,pd,Jan-01
12644,pd,Jan-01
12645,maechler,Jan-01
12646,maechler,Jan-01
12647,ripley,Jan-01
12648,hornik,Jan-01
12649,ripley,Jan-01
12650,ripley,Jan-01
12651,ripley,Jan-01
12652,ripley,Jan-01
12653,ripley,Jan-01
12654,ripley,Jan-01
12655,ripley,Jan-01
12656,hornik,Jan-01
12657,ripley,Jan-01
12658,ripley,Jan-01
12659,ripley,Jan-01
12660,ripley,Jan-01
12661,ripley,Jan-01
12662,ripley,Jan-01
12663,ripley,Jan-01
12664,pd,Jan-01
12665,pd,Jan-01
12666,maechler,Jan-01
12667,maechler,Jan-01
12668,hornik,Jan-01
12669,maechler,Jan-01
12670,ripley,Jan-01
12671,ripley,Jan-01
12672,ripley,Jan-01
12673,pd,Jan-01
12674,pd,Jan-01
12675,maechler,Jan-01
12676,maechler,Jan-01
12677,ripley,Jan-01
12678,ripley,Jan-01
12679,ripley,Jan-01
12680,ripley,Jan-01
12681,ripley,Jan-01
12682,pd,Jan-01
12683,pd,Jan-01
12684,maechler,Jan-01
12685,maechler,Jan-01
12686,ripley,Jan-01
12687,maechler,Jan-01
12688,ripley,Jan-01
12689,ripley,Jan-01
12690,ripley,Jan-01
12691,ripley,Jan-01
12692,ripley,Jan-01
12693,ripley,Jan-01
12694,maechler,Jan-01
12695,maechler,Jan-01
12696,ripley,Feb-01
12697,ripley,Feb-01
12698,ripley,Feb-01
12699,ripley,Feb-01
12700,ripley,Feb-01
12701,pd,Feb-01
12702,pd,Feb-01
12703,maechler,Feb-01
12704,maechler,Feb-01
12705,ripley,Feb-01
12706,pd,Feb-01
12707,pd,Feb-01
12708,maechler,Feb-01
12709,maechler,Feb-01
12710,ripley,Feb-01
12711,hornik,Feb-01
12712,hornik,Feb-01
12713,hornik,Feb-01
12714,ripley,Feb-01
12715,ripley,Feb-01
12716,ripley,Feb-01
12717,ripley,Feb-01
12718,hornik,Feb-01
12719,hornik,Feb-01
12720,maechler,Feb-01
12721,maechler,Feb-01
12722,ripley,Feb-01
12723,ripley,Feb-01
12724,ripley,Feb-01
12725,hornik,Feb-01
12726,hornik,Feb-01
12727,hornik,Feb-01
12728,hornik,Feb-01
12729,pd,Feb-01
12730,pd,Feb-01
12731,maechler,Feb-01
12732,maechler,Feb-01
12733,ripley,Feb-01
12734,ripley,Feb-01
12735,ripley,Feb-01
12736,ripley,Feb-01
12737,ripley,Feb-01
12738,ripley,Feb-01
12739,ripley,Feb-01
12740,ripley,Feb-01
12741,ripley,Feb-01
12742,ripley,Feb-01
12743,ripley,Feb-01
12744,ripley,Feb-01
12745,pd,Feb-01
12746,pd,Feb-01
12747,pd,Feb-01
12748,maechler,Feb-01
12749,maechler,Feb-01
12750,ripley,Feb-01
12751,ripley,Feb-01
12752,ripley,Feb-01
12753,ripley,Feb-01
12754,pd,Feb-01
12755,pd,Feb-01
12756,ripley,Feb-01
12757,ripley,Feb-01
12758,ripley,Feb-01
12759,ripley,Feb-01
12760,hornik,Feb-01
12761,hornik,Feb-01
12762,hornik,Feb-01
12763,pd,Feb-01
12764,pd,Feb-01
12765,maechler,Feb-01
12766,maechler,Feb-01
12767,maechler,Feb-01
12768,maechler,Feb-01
12769,maechler,Feb-01
12770,hornik,Feb-01
12771,pd,Feb-01
12772,hornik,Feb-01
12773,hornik,Feb-01
12774,maechler,Feb-01
12775,maechler,Feb-01
12776,hornik,Feb-01
12777,ripley,Feb-01
12778,pd,Feb-01
12779,pd,Feb-01
12780,pd,Feb-01
12781,maechler,Feb-01
12782,maechler,Feb-01
12783,ripley,Feb-01
12784,ripley,Feb-01
12785,ripley,Feb-01
12786,ripley,Feb-01
12787,ripley,Feb-01
12788,ripley,Feb-01
12789,pd,Feb-01
12790,pd,Feb-01
12791,bates,Feb-01
12792,maechler,Feb-01
12793,maechler,Feb-01
12794,maechler,Feb-01
12795,ripley,Feb-01
12796,ripley,Feb-01
12797,ripley,Feb-01
12798,ripley,Feb-01
12799,ripley,Feb-01
12800,maechler,Feb-01
12801,maechler,Feb-01
12802,maechler,Feb-01
12803,ripley,Feb-01
12804,maechler,Feb-01
12805,maechler,Feb-01
12806,maechler,Feb-01
12807,hornik,Feb-01
12808,hornik,Feb-01
12809,hornik,Feb-01
12810,hornik,Feb-01
12811,hornik,Feb-01
12812,hornik,Feb-01
12813,hornik,Feb-01
12814,hornik,Feb-01
12815,hornik,Feb-01
12816,hornik,Feb-01
12817,hornik,Feb-01
12818,pd,Feb-01
12819,pd,Feb-01
12820,maechler,Feb-01
12821,maechler,Feb-01
12822,hornik,Feb-01
12823,maechler,Feb-01
12824,maechler,Feb-01
12825,guido,Feb-01
12826,ripley,Feb-01
12827,pd,Feb-01
12828,pd,Feb-01
12829,maechler,Feb-01
12830,maechler,Feb-01
12831,maechler,Feb-01
12832,maechler,Feb-01
12833,ripley,Feb-01
12834,ripley,Feb-01
12835,ripley,Feb-01
12836,ripley,Feb-01
12837,ripley,Feb-01
12838,ripley,Feb-01
12839,murrell,Feb-01
12840,murrell,Feb-01
12841,murrell,Feb-01
12842,pd,Feb-01
12843,pd,Feb-01
12844,maechler,Feb-01
12845,maechler,Feb-01
12846,ripley,Feb-01
12847,ripley,Feb-01
12848,maechler,Feb-01
12849,maechler,Feb-01
12850,ripley,Feb-01
12851,pd,Feb-01
12852,ripley,Feb-01
12853,pd,Feb-01
12854,pd,Feb-01
12855,maechler,Feb-01
12856,maechler,Feb-01
12857,ripley,Feb-01
12858,ripley,Feb-01
12859,ripley,Feb-01
12860,tlumley,Feb-01
12861,ripley,Feb-01
12862,tlumley,Feb-01
12863,tlumley,Feb-01
12864,tlumley,Feb-01
12865,pd,Feb-01
12866,pd,Feb-01
12867,maechler,Feb-01
12868,maechler,Feb-01
12869,ripley,Feb-01
12870,ripley,Feb-01
12871,ripley,Feb-01
12872,ripley,Feb-01
12873,ripley,Feb-01
12874,ripley,Feb-01
12875,ripley,Feb-01
12876,ripley,Feb-01
12877,ripley,Feb-01
12878,ripley,Feb-01
12879,ripley,Feb-01
12880,ripley,Feb-01
12881,pd,Feb-01
12882,pd,Feb-01
12883,maechler,Feb-01
12884,maechler,Feb-01
12885,ripley,Feb-01
12886,ripley,Feb-01
12887,ripley,Feb-01
12888,murrell,Feb-01
12889,murrell,Feb-01
12890,murrell,Feb-01
12891,pd,Feb-01
12892,pd,Feb-01
12893,maechler,Feb-01
12894,maechler,Feb-01
12895,ripley,Feb-01
12896,hornik,Feb-01
12897,ripley,Feb-01
12898,ripley,Feb-01
12899,hornik,Feb-01
12900,ripley,Feb-01
12901,ripley,Feb-01
12902,pd,Feb-01
12903,pd,Feb-01
12904,ripley,Feb-01
12905,ripley,Feb-01
12906,pd,Feb-01
12907,pd,Feb-01
12908,maechler,Feb-01
12909,maechler,Feb-01
12910,ripley,Feb-01
12911,ripley,Feb-01
12912,hornik,Feb-01
12913,hornik,Feb-01
12914,pd,Feb-01
12915,ripley,Feb-01
12916,hornik,Feb-01
12917,hornik,Feb-01
12918,pd,Feb-01
12919,pd,Feb-01
12920,maechler,Feb-01
12921,maechler,Feb-01
12922,ripley,Feb-01
12923,ripley,Feb-01
12924,ripley,Feb-01
12925,ripley,Feb-01
12926,ripley,Feb-01
12927,pd,Feb-01
12928,pd,Feb-01
12929,tlumley,Feb-01
12930,maechler,Feb-01
12931,maechler,Feb-01
12932,ripley,Feb-01
12933,ripley,Feb-01
12934,pd,Feb-01
12935,pd,Feb-01
12936,maechler,Feb-01
12937,maechler,Feb-01
12938,ripley,Feb-01
12939,ripley,Feb-01
12940,maechler,Feb-01
12941,maechler,Feb-01
12942,maechler,Feb-01
12943,ripley,Feb-01
12944,hornik,Feb-01
12945,hornik,Feb-01
12946,ripley,Feb-01
12947,maechler,Feb-01
12948,maechler,Feb-01
12949,maechler,Feb-01
12950,ripley,Feb-01
12951,ripley,Feb-01
12952,pd,Feb-01
12953,pd,Feb-01
12954,maechler,Feb-01
12955,maechler,Feb-01
12956,ripley,Feb-01
12957,hornik,Feb-01
12958,hornik,Feb-01
12959,ripley,Feb-01
12960,ripley,Feb-01
12961,maechler,Feb-01
12962,maechler,Feb-01
12963,pd,Feb-01
12964,pd,Feb-01
12965,(no author),Feb-01
12966,pd,Feb-01
12967,ripley,Feb-01
12968,tlumley,Feb-01
12969,tlumley,Feb-01
12970,pd,Feb-01
12971,pd,Feb-01
12972,maechler,Feb-01
12973,maechler,Feb-01
12974,hornik,Feb-01
12975,hornik,Feb-01
12976,pd,Feb-01
12977,ripley,Feb-01
12978,ripley,Feb-01
12979,ripley,Feb-01
12980,ripley,Feb-01
12981,ripley,Feb-01
12982,maechler,Feb-01
12983,maechler,Feb-01
12984,ripley,Feb-01
12985,pd,Feb-01
12986,pd,Feb-01
12987,maechler,Feb-01
12988,maechler,Feb-01
12989,maechler,Feb-01
12990,maechler,Feb-01
12991,ripley,Feb-01
12992,ripley,Feb-01
12993,ripley,Feb-01
12994,maechler,Feb-01
12995,ripley,Feb-01
12996,hornik,Feb-01
12997,hornik,Feb-01
12998,maechler,Feb-01
12999,maechler,Feb-01
13000,ripley,Mar-01
13001,maechler,Mar-01
13002,pd,Mar-01
13003,pd,Mar-01
13004,maechler,Mar-01
13005,maechler,Mar-01
13006,pd,Mar-01
13007,pd,Mar-01
13008,maechler,Mar-01
13009,maechler,Mar-01
13010,ripley,Mar-01
13011,ripley,Mar-01
13012,ripley,Mar-01
13013,bates,Mar-01
13014,bates,Mar-01
13015,bates,Mar-01
13016,bates,Mar-01
13017,bates,Mar-01
13018,ripley,Mar-01
13019,ripley,Mar-01
13020,ripley,Mar-01
13021,ripley,Mar-01
13022,maechler,Mar-01
13023,ripley,Mar-01
13024,ripley,Mar-01
13025,pd,Mar-01
13026,pd,Mar-01
13027,maechler,Mar-01
13028,maechler,Mar-01
13029,hornik,Mar-01
13030,hornik,Mar-01
13031,pd,Mar-01
13032,pd,Mar-01
13033,maechler,Mar-01
13034,maechler,Mar-01
13035,pd,Mar-01
13036,pd,Mar-01
13037,pd,Mar-01
13038,maechler,Mar-01
13039,maechler,Mar-01
13040,ripley,Mar-01
13041,ripley,Mar-01
13042,hornik,Mar-01
13043,hornik,Mar-01
13044,pd,Mar-01
13045,maechler,Mar-01
13046,maechler,Mar-01
13047,maechler,Mar-01
13048,maechler,Mar-01
13049,maechler,Mar-01
13050,maechler,Mar-01
13051,maechler,Mar-01
13052,maechler,Mar-01
13053,maechler,Mar-01
13054,maechler,Mar-01
13055,maechler,Mar-01
13056,ripley,Mar-01
13057,maechler,Mar-01
13058,ripley,Mar-01
13059,ripley,Mar-01
13060,hornik,Mar-01
13061,hornik,Mar-01
13062,maechler,Mar-01
13063,maechler,Mar-01
13064,maechler,Mar-01
13065,maechler,Mar-01
13066,pd,Mar-01
13067,ripley,Mar-01
13068,pd,Mar-01
13069,pd,Mar-01
13070,maechler,Mar-01
13071,maechler,Mar-01
13072,ripley,Mar-01
13073,ripley,Mar-01
13074,ripley,Mar-01
13075,ripley,Mar-01
13076,ripley,Mar-01
13077,rgentlem,Mar-01
13078,ripley,Mar-01
13079,ripley,Mar-01
13080,ripley,Mar-01
13081,bates,Mar-01
13082,pd,Mar-01
13083,pd,Mar-01
13084,pd,Mar-01
13085,tlumley,Mar-01
13086,maechler,Mar-01
13087,maechler,Mar-01
13088,hornik,Mar-01
13089,hornik,Mar-01
13090,maechler,Mar-01
13091,maechler,Mar-01
13092,pd,Mar-01
13093,tlumley,Mar-01
13094,pd,Mar-01
13095,pd,Mar-01
13096,maechler,Mar-01
13097,maechler,Mar-01
13098,ripley,Mar-01
13099,pd,Mar-01
13100,pd,Mar-01
13101,maechler,Mar-01
13102,maechler,Mar-01
13103,ripley,Mar-01
13104,ripley,Mar-01
13105,maechler,Mar-01
13106,maechler,Mar-01
13107,ripley,Mar-01
13108,ripley,Mar-01
13109,pd,Mar-01
13110,pd,Mar-01
13111,maechler,Mar-01
13112,maechler,Mar-01
13113,ripley,Mar-01
13114,maechler,Mar-01
13115,maechler,Mar-01
13116,maechler,Mar-01
13117,maechler,Mar-01
13118,maechler,Mar-01
13119,ripley,Mar-01
13120,maechler,Mar-01
13121,maechler,Mar-01
13122,pd,Mar-01
13123,pd,Mar-01
13124,maechler,Mar-01
13125,maechler,Mar-01
13126,ripley,Mar-01
13127,hornik,Mar-01
13128,hornik,Mar-01
13129,pd,Mar-01
13130,pd,Mar-01
13131,maechler,Mar-01
13132,maechler,Mar-01
13133,maechler,Mar-01
13134,maechler,Mar-01
13135,pd,Mar-01
13136,pd,Mar-01
13137,maechler,Mar-01
13138,maechler,Mar-01
13139,maechler,Mar-01
13140,maechler,Mar-01
13141,pd,Mar-01
13142,pd,Mar-01
13143,maechler,Mar-01
13144,maechler,Mar-01
13145,pd,Mar-01
13146,pd,Mar-01
13147,maechler,Mar-01
13148,maechler,Mar-01
13149,ripley,Mar-01
13150,ripley,Mar-01
13151,ripley,Mar-01
13152,ripley,Mar-01
13153,ripley,Mar-01
13154,ripley,Mar-01
13155,ripley,Mar-01
13156,ripley,Mar-01
13157,ripley,Mar-01
13158,ripley,Mar-01
13159,ripley,Mar-01
13160,ripley,Mar-01
13161,hornik,Mar-01
13162,hornik,Mar-01
13163,hornik,Mar-01
13164,ripley,Mar-01
13165,ripley,Mar-01
13166,ripley,Mar-01
13167,ripley,Mar-01
13168,pd,Mar-01
13169,pd,Mar-01
13170,maechler,Mar-01
13171,maechler,Mar-01
13172,ripley,Mar-01
13173,ripley,Mar-01
13174,ripley,Mar-01
13175,leisch,Mar-01
13176,hornik,Mar-01
13177,leisch,Mar-01
13178,hornik,Mar-01
13179,luke,Mar-01
13180,luke,Mar-01
13181,pd,Mar-01
13182,ripley,Mar-01
13183,ripley,Mar-01
13184,pd,Mar-01
13185,pd,Mar-01
13186,pd,Mar-01
13187,pd,Mar-01
13188,pd,Mar-01
13189,maechler,Mar-01
13190,maechler,Mar-01
13191,ripley,Mar-01
13192,ripley,Mar-01
13193,ripley,Mar-01
13194,ripley,Mar-01
13195,ripley,Mar-01
13196,ripley,Mar-01
13197,ripley,Mar-01
13198,ripley,Mar-01
13199,maechler,Mar-01
13200,bates,Mar-01
13201,hornik,Mar-01
13202,maechler,Mar-01
13203,maechler,Mar-01
13204,ripley,Mar-01
13205,ripley,Mar-01
13206,hornik,Mar-01
13207,hornik,Mar-01
13208,hornik,Mar-01
13209,hornik,Mar-01
13210,hornik,Mar-01
13211,hornik,Mar-01
13212,ripley,Mar-01
13213,ripley,Mar-01
13214,maechler,Mar-01
13215,pd,Mar-01
13216,pd,Mar-01
13217,bates,Mar-01
13218,bates,Mar-01
13219,bates,Mar-01
13220,bates,Mar-01
13221,maechler,Mar-01
13222,maechler,Mar-01
13223,ripley,Mar-01
13224,ripley,Mar-01
13225,ripley,Mar-01
13226,hornik,Mar-01
13227,hornik,Mar-01
13228,hornik,Mar-01
13229,maechler,Mar-01
13230,maechler,Mar-01
13231,ripley,Mar-01
13232,ripley,Mar-01
13233,ripley,Mar-01
13234,ripley,Mar-01
13235,ripley,Mar-01
13236,ripley,Mar-01
13237,ripley,Mar-01
13238,ripley,Mar-01
13239,pd,Mar-01
13240,pd,Mar-01
13241,maechler,Mar-01
13242,maechler,Mar-01
13243,ripley,Mar-01
13244,maechler,Mar-01
13245,ripley,Mar-01
13246,ripley,Mar-01
13247,pd,Mar-01
13248,pd,Mar-01
13249,maechler,Mar-01
13250,maechler,Mar-01
13251,maechler,Mar-01
13252,hornik,Mar-01
13253,ripley,Mar-01
13254,ripley,Mar-01
13255,ripley,Mar-01
13256,maechler,Mar-01
13257,maechler,Mar-01
13258,maechler,Mar-01
13259,bates,Mar-01
13260,bates,Mar-01
13261,bates,Mar-01
13262,bates,Mar-01
13263,ripley,Mar-01
13264,maechler,Mar-01
13265,maechler,Mar-01
13266,ripley,Mar-01
13267,ripley,Mar-01
13268,ripley,Mar-01
13269,hornik,Mar-01
13270,hornik,Mar-01
13271,maechler,Mar-01
13272,maechler,Mar-01
13273,ripley,Mar-01
13274,ripley,Mar-01
13275,pd,Mar-01
13276,pd,Mar-01
13277,duncan,Mar-01
13278,maechler,Mar-01
13279,maechler,Mar-01
13280,hornik,Mar-01
13281,ripley,Mar-01
13282,ripley,Mar-01
13283,duncan,Mar-01
13284,maechler,Mar-01
13285,maechler,Mar-01
13286,ripley,Mar-01
13287,ripley,Mar-01
13288,ripley,Mar-01
13289,maechler,Mar-01
13290,pd,Mar-01
13291,pd,Mar-01
13292,pd,Mar-01
13293,pd,Mar-01
13294,ripley,Mar-01
13295,maechler,Mar-01
13296,maechler,Mar-01
13297,ripley,Mar-01
13298,pd,Mar-01
13299,hornik,Mar-01
13300,hornik,Mar-01
13301,maechler,Mar-01
13302,maechler,Mar-01
13303,ripley,Apr-01
13304,ripley,Apr-01
13305,ripley,Apr-01
13306,ripley,Apr-01
13307,ripley,Apr-01
13308,maechler,Apr-01
13309,maechler,Apr-01
13310,ripley,Apr-01
13311,ripley,Apr-01
13312,ripley,Apr-01
13313,ripley,Apr-01
13314,ripley,Apr-01
13315,ripley,Apr-01
13316,maechler,Apr-01
13317,maechler,Apr-01
13318,maechler,Apr-01
13319,maechler,Apr-01
13320,maechler,Apr-01
13321,maechler,Apr-01
13322,ripley,Apr-01
13323,maechler,Apr-01
13324,maechler,Apr-01
13325,maechler,Apr-01
13326,maechler,Apr-01
13327,pd,Apr-01
13328,pd,Apr-01
13329,maechler,Apr-01
13330,maechler,Apr-01
13331,maechler,Apr-01
13332,maechler,Apr-01
13333,maechler,Apr-01
13334,maechler,Apr-01
13335,ripley,Apr-01
13336,ripley,Apr-01
13337,ripley,Apr-01
13338,ripley,Apr-01
13339,ripley,Apr-01
13340,ripley,Apr-01
13341,pd,Apr-01
13342,pd,Apr-01
13343,maechler,Apr-01
13344,maechler,Apr-01
13345,ripley,Apr-01
13346,ripley,Apr-01
13347,ripley,Apr-01
13348,ripley,Apr-01
13349,ripley,Apr-01
13350,ripley,Apr-01
13351,ripley,Apr-01
13352,ripley,Apr-01
13353,ripley,Apr-01
13354,ripley,Apr-01
13355,pd,Apr-01
13356,pd,Apr-01
13357,ripley,Apr-01
13358,maechler,Apr-01
13359,maechler,Apr-01
13360,ripley,Apr-01
13361,ripley,Apr-01
13362,ripley,Apr-01
13363,ripley,Apr-01
13364,ripley,Apr-01
13365,ripley,Apr-01
13366,ripley,Apr-01
13367,pd,Apr-01
13368,pd,Apr-01
13369,maechler,Apr-01
13370,maechler,Apr-01
13371,ripley,Apr-01
13372,ripley,Apr-01
13373,ripley,Apr-01
13374,ripley,Apr-01
13375,ripley,Apr-01
13376,ripley,Apr-01
13377,ripley,Apr-01
13378,ripley,Apr-01
13379,ripley,Apr-01
13380,ripley,Apr-01
13381,ripley,Apr-01
13382,maechler,Apr-01
13383,maechler,Apr-01
13384,ripley,Apr-01
13385,pd,Apr-01
13386,pd,Apr-01
13387,ripley,Apr-01
13388,hornik,Apr-01
13389,pd,Apr-01
13390,pd,Apr-01
13391,maechler,Apr-01
13392,maechler,Apr-01
13393,hornik,Apr-01
13394,hornik,Apr-01
13395,hornik,Apr-01
13396,hornik,Apr-01
13397,hornik,Apr-01
13398,hornik,Apr-01
13399,hornik,Apr-01
13400,hornik,Apr-01
13401,pd,Apr-01
13402,pd,Apr-01
13403,maechler,Apr-01
13404,maechler,Apr-01
13405,ripley,Apr-01
13406,ripley,Apr-01
13407,ripley,Apr-01
13408,ripley,Apr-01
13409,ripley,Apr-01
13410,hornik,Apr-01
13411,ripley,Apr-01
13412,hornik,Apr-01
13413,hornik,Apr-01
13414,hornik,Apr-01
13415,hornik,Apr-01
13416,pd,Apr-01
13417,pd,Apr-01
13418,maechler,Apr-01
13419,maechler,Apr-01
13420,ripley,Apr-01
13421,ripley,Apr-01
13422,hornik,Apr-01
13423,hornik,Apr-01
13424,hornik,Apr-01
13425,hornik,Apr-01
13426,ripley,Apr-01
13427,pd,Apr-01
13428,pd,Apr-01
13429,maechler,Apr-01
13430,maechler,Apr-01
13431,maechler,Apr-01
13432,maechler,Apr-01
13433,maechler,Apr-01
13434,maechler,Apr-01
13435,maechler,Apr-01
13436,hornik,Apr-01
13437,hornik,Apr-01
13438,hornik,Apr-01
13439,hornik,Apr-01
13440,hornik,Apr-01
13441,pd,Apr-01
13442,pd,Apr-01
13443,maechler,Apr-01
13444,maechler,Apr-01
13445,ripley,Apr-01
13446,maechler,Apr-01
13447,maechler,Apr-01
13448,ripley,Apr-01
13449,ripley,Apr-01
13450,ripley,Apr-01
13451,hornik,Apr-01
13452,hornik,Apr-01
13453,hornik,Apr-01
13454,pd,Apr-01
13455,pd,Apr-01
13456,maechler,Apr-01
13457,maechler,Apr-01
13458,hornik,Apr-01
13459,hornik,Apr-01
13460,hornik,Apr-01
13461,ripley,Apr-01
13462,ripley,Apr-01
13463,ripley,Apr-01
13464,ripley,Apr-01
13465,ripley,Apr-01
13466,ripley,Apr-01
13467,ripley,Apr-01
13468,maechler,Apr-01
13469,maechler,Apr-01
13470,ripley,Apr-01
13471,ripley,Apr-01
13472,pd,Apr-01
13473,pd,Apr-01
13474,maechler,Apr-01
13475,maechler,Apr-01
13476,hornik,Apr-01
13477,hornik,Apr-01
13478,hornik,Apr-01
13479,hornik,Apr-01
13480,hornik,Apr-01
13481,ripley,Apr-01
13482,ripley,Apr-01
13483,ripley,Apr-01
13484,ripley,Apr-01
13485,ripley,Apr-01
13486,ripley,Apr-01
13487,ripley,Apr-01
13488,ripley,Apr-01
13489,hornik,Apr-01
13490,hornik,Apr-01
13491,ripley,Apr-01
13492,ripley,Apr-01
13493,pd,Apr-01
13494,pd,Apr-01
13495,hornik,Apr-01
13496,maechler,Apr-01
13497,maechler,Apr-01
13498,ripley,Apr-01
13499,ripley,Apr-01
13500,ripley,Apr-01
13501,ripley,Apr-01
13502,ripley,Apr-01
13503,ripley,Apr-01
13504,ripley,Apr-01
13505,ripley,Apr-01
13506,ripley,Apr-01
13507,ripley,Apr-01
13508,ripley,Apr-01
13509,ripley,Apr-01
13510,pd,Apr-01
13511,pd,Apr-01
13512,hornik,Apr-01
13513,hornik,Apr-01
13514,hornik,Apr-01
13515,hornik,Apr-01
13516,hornik,Apr-01
13517,maechler,Apr-01
13518,maechler,Apr-01
13519,ripley,Apr-01
13520,ripley,Apr-01
13521,hornik,Apr-01
13522,hornik,Apr-01
13523,hornik,Apr-01
13524,hornik,Apr-01
13525,hornik,Apr-01
13526,hornik,Apr-01
13527,hornik,Apr-01
13528,hornik,Apr-01
13529,hornik,Apr-01
13530,pd,Apr-01
13531,pd,Apr-01
13532,hornik,Apr-01
13533,maechler,Apr-01
13534,maechler,Apr-01
13535,ripley,Apr-01
13536,maechler,Apr-01
13537,maechler,Apr-01
13538,maechler,Apr-01
13539,hornik,Apr-01
13540,hornik,Apr-01
13541,hornik,Apr-01
13542,ripley,Apr-01
13543,ripley,Apr-01
13544,maechler,Apr-01
13545,maechler,Apr-01
13546,maechler,Apr-01
13547,maechler,Apr-01
13548,ripley,Apr-01
13549,ripley,Apr-01
13550,ripley,Apr-01
13551,ripley,Apr-01
13552,ripley,Apr-01
13553,ripley,Apr-01
13554,ripley,Apr-01
13555,maechler,Apr-01
13556,maechler,Apr-01
13557,maechler,Apr-01
13558,maechler,Apr-01
13559,maechler,Apr-01
13560,maechler,Apr-01
13561,hornik,Apr-01
13562,hornik,Apr-01
13563,hornik,Apr-01
13564,hornik,Apr-01
13565,hornik,Apr-01
13566,maechler,Apr-01
13567,maechler,Apr-01
13568,ripley,Apr-01
13569,ripley,Apr-01
13570,hornik,Apr-01
13571,hornik,Apr-01
